id,market_cap,total_volume,fully_diluted_valuation,market_cap_rank,volume_gate,up_depth_gate,down_depth_gate,spread_pct_gate,volume_binance,up_depth_binance,down_depth_binance,spread_pct_binance,volume_bybit,up_depth_bybit,down_depth_bybit,spread_pct_bybit,volume_okx,up_depth_okx,down_depth_okx,spread_pct_okx,volume_kucoin,up_depth_kucoin,down_depth_kucoin,spread_pct_kucoin,volume_coinbase,up_depth_coinbase,down_depth_coinbase,spread_pct_coinbase
alpine-f1-team-fan-token,20111709,5041425.0,70815878.0,660,21055.87293999,5130.15301999566,5182.67068402614,0.49816,1910453.3,77819.3731412844,61602.5894027389,0.169205,,,,,,,,,10090.9578,2410.0597537338,1616.93048810531,0.786517,,,,
gamefi,19643945,132968.0,35220888.0,667,,,,,,,,,,,,,,,,,26604.0333,2993.77827775131,740.92627276878,0.084424,,,,
stader,19614059,1265501.0,92834177.0,668,27776.17120979,8545.41827093378,18833.9601783303,0.01601,,,,,10605.0,472.413917279371,3327.01806290478,0.654638,31280.66195,7487.35427318548,13904.0222807396,0.015957,689.7508,5908.42128866074,13423.3143181959,0.016036,,,,
boson-protocol,19481681,862117.0,36006493.0,669,356304.09180963,2592.39173623445,2475.52369946667,0.507328,,,,,,,,,,,,,399572.24418177,1914.20373303912,3417.90892864533,0.56338,,,,
onbuff,19263308,614143.0,19758855.0,676,1060965.8905849,53.3919719869062,485.107393409147,0.596659,,,,,,,,,,,,,,,,,,,,
redfox-labs-2,19235575,252793.0,21219318.0,677,3854827.1160355,1620.06582688805,7572.44420708708,0.08401,,,,,,,,,,,,,4269638.1528,21441.0380054194,5890.78870607778,0.08427,,,,
yield-app,19098990,249516.0,23574622.0,679,,,,,,,,,,,,,,,,,1483162.2297,2429.01362184305,3105.43628292608,0.036442,,,,
taraxa,19083143,720596.0,52994876.0,680,18227994.058133,540.839657177853,2614.55590952732,0.427517,,,,,,,,,,,,,64302622.9199,5221.8223994897,4780.9330082044,0.490359,,,,
voxies,18926897,5212370.0,47294421.0,683,3205202.00915,9144.50649670108,14262.448654609,0.119791,14050232.7,26460.2376616271,36756.034662897,0.126984,,,,,,,,,381432.9127,1718.55411416445,3625.15590842274,0.189155,507641.41,12153.091267,8826.221744999999,0.128617
cosplay-token-2,18629215,183345.0,22160883.0,690,,,,,,,,,2264697.79,710.036519015959,5198.13245791362,0.209373,,,,,,,,,,,,
orion-protocol,18618244,979931.0,54070815.0,691,62487.367316303,7000.39350704703,5171.68938923156,0.497329,709908.8,93398.1959110437,17734.8215783307,0.074033,,,,,,,,,47707.4516,4083.81055847911,3101.33945571265,0.313364,22741.13,2529.157610000001,2456.61244,0.554529
swarm-bzz,18304756,585549.0,18304756.0,695,51979.765658667,2835.70897626517,3890.83185464044,0.247248,,,,,,,,,136061.906625,7549.44772354624,6935.47220197067,0.236726,,,,,,,,
bitcicoin,18266790,634322.0,238642741.0,696,8667023.3154294,224.02178381258,213.918696400305,0.139585,,,,,,,,,,,,,,,,,,,,
aurory,18263720,94885.0,41749448.0,699,,,,,,,,,,,,,,,,,68852.5598,2433.75560572847,3176.77207054245,0.406893,,,,
velo,18126468,4468488.0,58864251.0,698,168455422.68842,5967.15793421508,14837.5000656467,0.080321,,,,,5143440.62,307.797837498446,114.971405379097,1.230517,210459846.323044,869.475097657198,21896.2177416274,0.08,,,,,,,,
vaiot,17935611,909503.0,25151827.0,701,5230091.9114183,390.368490132848,1803.60221759487,0.398419,,,,,,,,,,,,,1971607.323,914.462237905054,26089.2738825458,0.260622,,,,
velas,17897444,1295355.0,17897444.0,702,4173366.7991442,220.509321729105,653.543151982622,0.561798,,,,,,,,,,,,,2561653.4446,714.67160645892,762.274561160645,0.338983,,,,
velas,17897444,1295355.0,17897444.0,702,4179980.8696425,183.453702134636,602.309881631772,0.70028,,,,,,,,,,,,,2561653.4446,714.67160645892,762.274561160645,0.338983,,,,
rebel-bots,17770488,90994.0,20793675.0,705,559565.58651416,655.115406275848,46.14027027291,0.457339,,,,,,,,,,,,,,,,,,,,
derace,17724786,370357.0,19435072.0,707,400640.20940988,2573.44534023071,20671.2656998603,0.326154,,,,,,,,,,,,,366447.7815,6568.75131840576,6431.30954892014,0.184729,,,,
ecox,17588138,17540.91,269132641.0,712,49528.62977325,3655.13423431394,2523.38703280019,0.237706,,,,,368.96,2121.77232625573,1010.94884913991,0.518327,,,,,6292.7609,2166.21048321972,1344.24499264624,0.222883,,,,
manchester-city-fan-token,17363830,2824957.0,57635826.0,714,11998.13786143,9007.95862395745,8857.18210885769,0.82659,452196.69,72489.3489063492,46892.7084404781,0.174459,764.7,311.369846140268,14.5144510591731,2.347337,6454.7885,1520.37512603155,3177.79497159981,0.830698,,,,,,,,
findora,17349247,589464.0,36176286.0,715,42014444.44768,153.708072333305,1751.08472137677,0.295481,,,,,,,,,,,,,85699363.7,213.479799683831,18042.340058962,0.398614,,,,
dejitaru-tsuka,17222341,295117.0,17222341.0,716,1584004.7804306,282.449280941941,490.425187838406,0.458453,,,,,,,,,,,,,,,,,,,,
rmrk,17110951,58739.0,18011528.0,719,17818.09289825,956.40276662801,554.294408414111,0.702783,,,,,,,,,,,,,10524.0789,2296.4827274867,12034.5392963931,0.015549,,,,
marcopolo,16947446,226276.0,76044534.0,722,,,,,,,,,,,,,,,,,5518225.5634,1513.52147698968,923.279384472121,0.131752,,,,
veloce-vext,16886876,3194021.0,135027288.0,724,813936.89642549,245.915789416914,34.8744332277967,0.631244,,,,,737594.14,264.08108157747,700.370483843324,1.140266,,,,,,,,,,,,
xen-crypto,16598709,4471219.0,16601961.0,729,,,,,,,,,,,,,,,,,186403925793.553,1540.78643375672,3838.46579802696,0.526316,,,,
lybra-finance,16545391,804810.0,100566705.0,730,51493.90341335,519.638612652366,562.633292015538,0.89946,,,,,,,,,257167.5902,3826.3518778435,6373.3788164845,0.56391,29064.7292,2543.29287152568,2544.83114384014,0.394477,,,,
lybra-finance,16545391,804810.0,100566705.0,730,51493.90341335,519.638612652366,562.633292015538,0.89946,,,,,,,,,257167.5902,3826.3518778435,6373.3788164845,0.56391,30592.4085,1727.878462286,906.875285570143,0.0999,,,,
kava-lend,16312118,619688.0,24203451.0,738,235555.66156883,2372.08167868647,6036.95387406788,0.412201,2359916.0,27598.0349844386,20850.2801316212,0.247934,,,,,,,,,36586.7927,6119.70244260283,9682.83283640174,0.740558,,,,
kava-lend,16312118,619688.0,24203451.0,738,235555.66156883,2372.08167868647,6036.95387406788,0.412201,2359916.0,27598.0349844386,20850.2801316212,0.247934,,,,,,,,,36586.7927,189.065723236439,1389.70845073466,0.559395,,,,
gamium,16270951,238017.0,16722818.0,739,250098969.61808,294.572830692196,2451.09735871274,0.681387,,,,,,,,,,,,,51520642.0742,705.216588711724,849.737541059333,0.152174,,,,
airswap,15953899,574844.0,44295505.0,744,448725.78356566,6188.87032652508,1920.06571826934,0.938178,2111086.0,76466.790839944,18155.8011257128,0.225734,,,,,74667.062653,429.289119049426,2935.54706792486,0.88964,,,,,312925.4,4375.02356,15591.17401999999,0.333704
hydra,15923088,743749.0,,745,54835.8531541,447.444144196203,56.8171481613389,0.607582,,,,,,,,,,,,,826166.9323,4493.24837091757,2966.29335579887,0.276425,,,,
shiba-predator,15748251,125725.0,26247085.0,748,,,,,,,,,,,,,1434018225747.0,391.19800802905,205.743963793049,0.531511,,,,,,,,
samoyedcoin,15702677,769224.0,18376011.0,749,11659891.430386,1206.21442989753,1395.53717311296,0.234857,,,,,,,,,57205285.097409,3253.0341090252,7830.7854376077,0.517331,,,,,,,,
mxc,15623408,1886651.0,17083451.0,753,7860701.2868098,1153.38779718817,1305.09920028394,0.202745,,,,,,,,,7302505.33369,5360.07009638734,3982.38521116179,0.451784,91383.8623,109.17275052746,120.990164781847,0.674374,4706531.5,1233.066686,3726.103379,0.625
across-protocol,15385050,251208.0,54081434.0,758,639714.34338493,551.736333290599,149.678819630235,0.511602,,,,,,,,,,,,,,,,,,,,
zer0zer0,15380621,37158.0,66099624.0,761,81675.52367147,513.387973503657,338.030514088218,0.270921,,,,,,,,,,,,,97680.5029,357.493535174069,234.929237946069,0.304414,349530.28,3278.190497,4228.486151999999,0.301205
enjinstarter,15203339,217466.0,20502037.0,763,9191504.6329388,1023.59205313041,103.706956378926,0.366659,,,,,,,,,,,,,,,,,,,,
fsn,15189698,316421.0,16456293.0,764,,,,,,,,,,,,,94957.682276,752.759250297825,1972.66378520754,0.736016,94395.1811,175.87182751477,36.5966548150855,1.235788,,,,
saito,15042202,82115.0,56427548.0,770,1917046.9616696,222.83725397394,7211.10438469411,0.113733,,,,,,,,,,,,,,,,,,,,
media-licensing-token,14997796,484628.0,20488588.0,771,631876.06649878,782.780675623234,1444.35961910556,0.029357,,,,,,,,,,,,,,,,,,,,
optimus-ai,14923374,766366.0,14923374.0,773,813726.07721113,174.348630944009,879.87824881608,0.733496,,,,,,,,,,,,,,,,,,,,
veed,14827866,7422.42,266382837.0,777,,,,,,,,,,,,,,,,,4088942.7633,86.5606550684465,398.341405033503,0.091241,,,,
proton,14756700,1136588.0,18302694.0,778,57089644.558122,485.577179494129,2267.19475000361,0.153139,,,,,,,,,30980170.26963,1918.13113580875,1201.18040119776,0.368098,560817185.4762,1879.31652554926,6273.34081381019,0.030581,,,,
vidt-dao,14726739,1103840.0,19125352.0,779,,,,,45050048.0,85092.8645858216,43628.6537153397,0.156413,,,,,,,,,492120.739,1344.23654710799,1910.47982597342,1.092044,,,,
propy,14724773,776637.0,25432884.0,781,,,,,,,,,,,,,,,,,,,,,1317664.67,1998.044893,2017.698688,0.742188
crust-network,14486504,310205.0,15469072.0,785,88724.061925706,307.421765690119,5382.66623065571,0.680943,,,,,,,,,,,,,,,,,,,,
velodrome-finance,14325220,1112715.0,50955118.0,787,838604.05048494,1120.32207184205,1645.70928846406,1.31936,,,,,,,,,8668730.2705,14364.9476325803,10051.7925148025,0.475952,,,,,,,,
hopr,14302442,279907.0,36694502.0,788,753171.67661627,18.0061001250349,1496.30042297971,0.108401,,,,,,,,,,,,,,,,,199640.0,32.33083,3574.87012,1.078167
cudos,14062202,279976.0,21754289.0,792,24051045.942225,1204.87214716594,1033.11882008803,0.397405,,,,,,,,,,,,,26812304.9749,1756.6462118647,2124.10996402238,0.138249,,,,
dogechain,14008819,823516.0,103951487.0,794,336438079.0766,5561.92569207054,1263.00089942175,0.526402,,,,,,,,,,,,,453113230.6492534,2406.04548102843,5537.97808843788,0.504202,,,,
mantra-dao,13979975,1122826.0,17763580.0,795,1461157.3370135,7197.97385314527,9396.4850522814,0.490075,16049262.0,66327.3908183056,27296.0865380106,0.0499,,,,,5491641.480467,1461.46255132998,6147.38172570016,0.24888,72949.1634,1226.68278116476,1694.79503331063,0.445545,,,,
tenet-1b000f7b-59cb-4e06-89ce-d62b32d362b9,13948550,2382425.0,93246872.0,797,636190.72677599,3873.479840472,3832.15446148607,1.001287,,,,,3024979.49,6300.86665636212,7473.09495514529,0.382995,,,,,3525656.9692,1721.31001902284,2642.50969918549,0.076687,,,,
cere-network,13934939,354133.0,31108244.0,796,19703473.683105,321.780726182727,1320.56746062681,0.224359,,,,,,,,,,,,,4221854.6759,385.011204197268,3413.7779159485,0.12837,,,,
hackenai,13845729,691701.0,21433713.0,800,,,,,,,,,,,,,,,,,1548943.9706,821.711091085467,535.0931936794,0.091785,,,,
gyen,13837272,2798.49,13837272.0,801,,,,,,,,,,,,,,,,,,,,,385918.0,1022.289015,64908.659785,0.26639
chaingpt,13828062,4321107.0,51445171.0,799,5251438.2803601,1671.70656912803,1973.25304704948,0.778665,,,,,4262619.42,977.484085566559,3345.71983724144,0.072154,,,,,5231334.3966,1654.08534373651,1161.29919372896,0.255445,,,,
solve-care,13781643,1136905.0,21040676.0,803,,,,,,,,,,,,,,,,,6936738.0517,697.489213503838,1943.19287287073,0.680934,,,,
serum,13634823,1237168.0,371647035.0,806,7868045.4615503,10367.1021689396,2588.83003917828,0.136761,,,,,878987.42,1536.99818480065,647.999341044596,0.817439,,,,,5450211.832,1318.19142936639,2554.80275602846,0.876029,,,,
hegic,13614741,529567.0,13614741.0,807,,,,,,,,,,,,,,,,,538737.3897,742.00944424287,145.679413926052,0.60634,,,,
aleph,13327878,222873.0,35744620.0,812,49646.298421513,2417.25284075827,2369.86462817004,0.195285,,,,,,,,,,,,,14574.515,3308.94964989274,2756.71611397914,0.196576,42325.8,8660.980669999997,7270.753410000001,0.140056
everdome,13283924,774562.0,53725514.0,814,82972394.299886,1371.34441911603,659.307527071614,0.739372,,,,,54363323.55,571.154862100593,411.221184277708,0.371058,916156479.371,8060.38391170535,1001.48110618696,0.259115,,,,,,,,
polyswarm,13150062,312299.0,14364241.0,819,,,,,,,,,,,,,,,,,,,,,7882130.0,983.65331,1895.39991,0.258398
stratos,13094307,215419.0,48474726.0,823,79625.71052168,1312.15774056668,4891.21879025387,0.351187,,,,,,,,,,,,,,,,,,,,
dimo,13080837,61004.0,88918401.0,824,,,,,,,,,,,,,,,,,,,,,343750.2,2937.847274,23329.662517,0.011242
pepe-2-0,13047044,9850609.0,13047044.0,825,,,,,,,,,5731662530328.2,627.647789037645,2901.20208808198,0.739924,,,,,69222317884723.25,14379.7757125901,11200.1994423977,0.188857,,,,
juventus-fan-token,12917480,22160306.0,43207353.0,827,54094.0827627,7020.50863502088,6567.83091501145,0.832601,3052472.44,21254.6325888151,85273.1120596403,0.139147,15364.23,1308.29059080944,501.319633956583,0.580477,,,,,,,,,,,,
juventus-fan-token,12917480,22160306.0,43207353.0,827,54094.0827627,7020.50863502088,6567.83091501145,0.832601,3053826.41,21254.6325888151,85273.1120596403,0.139147,15364.23,1308.29059080944,501.319633956583,0.580477,,,,,,,,,,,,
galatasaray-fan-token,12796883,894701.0,18296559.0,830,,,,,,,,,400.76,645.916846658167,571.457331965971,2.263903,5875.6699,749.241092293271,494.87187678114,0.435019,,,,,,,,
arsenal-fan-token,12641176,1413342.0,51934394.0,834,,,,,,,,,25019.39,828.543015589473,11.4804568353109,0.017739,,,,,,,,,,,,
drep-new,12619902,931414.0,25893619.0,832,120041.3617209,10104.8040546079,10545.9624357231,0.152788,1672470.0,49593.3478713688,30402.9724874133,0.154739,,,,,,,,,,,,,51601.28,2294.631015,2944.058283,0.232019
buying,12432475,307545.0,20215597.0,837,1696644.389437,6.02046100450435,2607.99688655025,0.153109,,,,,,,,,,,,,,,,,,,,
cream-2,12318811,1467137.0,144636975.0,840,,,,,72932.244,48909.5227170634,100503.922799601,0.062189,,,,,,,,,2208.6617,1476.39874904796,3333.09779117675,0.391377,,,,
cream-2,12318811,1467137.0,144636975.0,840,,,,,72841.163,48293.4329797631,98944.7095913391,0.062189,,,,,,,,,2208.6617,1476.39874904796,3333.09779117675,0.391377,,,,
shiden,12171800,458568.0,16614024.0,843,54832.0348267,1603.77614077212,904.84157795968,0.014953,,,,,,,,,,,,,,,,,,,,
camelot-token,11942437,1998708.0,75457333.0,849,,,,,,,,,,,,,,,,,13.1424,575.944943533322,8.30536748540039,1.517739,,,,
aioz-network,11940403,278306.0,12703231.0,846,3093035.954501,572.788458002943,234.027915253091,1.472513,,,,,,,,,,,,,1137434.0305,784.126510361836,1972.22806973219,0.577558,1746846.2,4205.16383,1110.18608,0.826446
sovryn,11887087,72433.0,31545501.0,851,86111.56705605,2144.3893447588,1563.72072600359,0.498643,,,,,,,,,,,,,,,,,,,,
nimiq-2,11784983,369643.0,21879172.0,853,19153860.570752,2420.75854138707,1264.72474323302,0.01962,,,,,,,,,,,,,20145790.2539,918.528318620829,5558.82347703704,0.13355,,,,
math,11654807,173663.0,13611182.0,856,388258.61285802,4067.13039575371,2851.32964837233,0.513648,,,,,,,,,,,,,,,,,37290.8,2218.18991,2515.70598,1.451379
wirex,11625916,263517.0,50536476.0,858,6312883.0596861,1059.15547861292,2464.23690248834,0.276789,,,,,,,,,32071922.161727,3516.35057054976,9193.66182486967,0.019767,,,,,,,,
hathor,11597499,470783.0,40634926.0,862,859181.80550283,709.137539955112,1410.13400078708,0.192349,,,,,,,,,,,,,2204866.1639,835.595411925846,7091.70506384506,0.385027,,,,
cheqd-network,11407951,115532.0,36062188.0,867,657047.5432332,1148.81650419271,500.446614029775,0.270262,,,,,,,,,,,,,,,,,,,,
ovr,11390350,793257.0,19972973.0,870,789212.61916029,475.528526932772,1006.73423348771,0.404676,,,,,,,,,,,,,534193.3026,1177.81362076308,3135.9884071911,0.045249,,,,
poolz-finance-2,11313864,1371101.0,13246089.0,874,11714.01611,460.073933184571,898.287089095969,0.104393,,,,,,,,,,,,,,,,,,,,
vectorspace,11253137,42653.0,14817701.0,875,,,,,,,,,,,,,,,,,103457.7392,1815.24351540877,2663.56924839955,0.1001,,,,
xana,11203508,1362890.0,35866529.0,877,7339112.9490071,688.952494601411,2294.63217210647,0.39632,,,,,1638910.46,38.3606874930393,222.81590706987,3.585549,69608498.1323,1006.10037272662,12577.6309823908,0.763889,17125175.6587,18.8741609884886,74.0727710508617,0.694444,,,,
ac-milan-fan-token,11131317,4773010.0,37481984.0,879,,,,,945437.8,38810.0801222724,50690.3801722058,0.10661,8350.7,588.87165716746,177.076625532579,1.746679,,,,,,,,,,,,
presearch,11050312,80651.0,13932063.0,882,,,,,,,,,,,,,,,,,2200462.2455,2547.56626024064,1107.22813155757,0.201077,,,,
alkimi,10985074,144317.0,20215685.0,892,177603.74818874,2819.59632526868,4095.75401838475,0.1221,,,,,,,,,,,,,1096357.9713,4942.44721809232,4230.3768938975,0.1221,,,,
altered-state-token,10835473,429320.0,35611255.0,889,1334834.9631452,2566.07892041581,920.609536877315,0.013926,,,,,,,,,,,,,,,,,,,,
galaxia,10510880,441397.0,40971059.0,909,3458710.6681759,14.5351761212581,7699.72301851554,3.11571,,,,,,,,,,,,,,,,,,,,
numbers-protocol,10504298,639410.0,21440678.0,910,3688864.0209869,177.418219247484,408.793678604916,0.861111,,,,,,,,,,,,,2716430.7837,737.551047928191,1679.18701175126,0.651163,,,,
dimitra,10398713,280085.0,26199896.0,913,3937433.0816696,1812.58956083302,2276.42312535223,0.42464,,,,,,,,,,,,,5649197.7321,2489.52008841056,2006.99262036666,0.385761,,,,
concentrated-voting-power,10368358,2036777.0,32011698.0,914,148488.37148407,4228.80948566913,6771.57208880693,0.382689,1059797.9,29663.3774075929,22137.5881265035,0.124649,,,,,103563.646029,1516.96294910069,5858.87618741284,0.870647,,,,,,,,
rarible,10300082,394217.0,22238961.0,917,,,,,,,,,,,,,,,,,,,,,20679.209,13793.99552,1216.33588,1.075269
chronobank,10167242,247852.0,10167242.0,921,2000.22151983,156.013685580771,896.142676053827,0.139334,,,,,129.19,,,5.420377,,,,,2674.3661,1049.23714084257,2064.88728527152,0.160805,2433.727,2562.00535,89948.93548,0.631136
chronobank,10167242,247852.0,10167242.0,921,2005.33910144,166.386773461912,897.519130370466,0.9535,,,,,129.19,,,5.420377,,,,,2674.3661,1049.23714084257,2064.88728527152,0.160805,2433.727,2562.00535,89948.93548,0.631136
cult-dao,10007197,371280.0,15614172.0,926,,,,,,,,,435126400.17,4.02715948459859,580.085485072658,2.393952,,,,,2954738318.3368,56.7778432225634,1277.68377669177,0.171895,,,,
newscrypto-coin,9934760,69684.0,16432475.0,927,462968.33000812,586.212446980476,68.8854825272752,0.737964,,,,,,,,,,,,,199716.2566,4688.73786404998,1500.59894023092,0.921934,,,,
alephium,9928123,40154.0,190409520.0,928,166177.48297974,565.76594302929,544.399488674068,0.010502,,,,,,,,,,,,,,,,,,,,
fuse-network-token,9898036,621129.0,14631555.0,932,601007.19347054,1256.34975160772,3539.65039622036,0.390625,,,,,,,,,,,,,,,,,,,,
bitcoin-diamond,9892779,46614.0,11041230.0,931,531516.64351566,151.415735804608,2067.37100740255,0.342792,,,,,,,,,,,,,,,,,,,,
trustswap,9883975,288954.0,9884453.0,933,490586.06556574,2810.57335539428,2914.33548630308,0.040523,,,,,,,,,,,,,,,,,,,,
handshake,9756052,54029.0,32430899.0,937,1437427.3857584,116.062840603375,736.765529762378,0.229344,,,,,,,,,,,,,,,,,,,,
swftcoin,9727306,1775030.0,10857580.0,939,30481946.559127,687.45758520158,1519.82634000424,1.281352,,,,,,,,,132100195.334433,4360.80055897473,8705.64339926528,0.274474,,,,,32610090.0,3150.965649,18688.140717,0.362976
kleros,9573826,263494.0,10178912.0,944,,,,,,,,,,,,,5735163.10168,0.139389705771601,268.373494826657,2.761194,,,,,,,,
parsiq,9509227,224526.0,15925471.0,946,847488.4738577,844.424281492666,508.167045017934,0.803213,,,,,,,,,166603.003742,116.204009116098,1827.03619162398,1.148307,574830.156,1945.35670910018,174.92459986102,0.176367,701678.5,1064.58279,2637.39846,0.790514
bscpad,9356592,120982.0,20742127.0,947,243295.64515934,634.348406648353,1.99925142531101,0.33557,,,,,,,,,,,,,,,,,,,,
outer-ring,9244705,2592703.0,17409588.0,957,78225726.593324,125.356271176605,1432.86862777127,0.109315,,,,,,,,,,,,,,,,,,,,
crypto-gladiator-shards,9210045,115133.0,18410884.0,959,,,,,,,,,,,,,19077334.81,429.296144659761,1825.28947915971,0.75643,,,,,,,,
argentine-football-association-fan-token,9111529,1483100.0,15269511.0,960,,,,,,,,,,,,,27664.0622,964.379141040713,584.708585529742,1.518553,,,,,,,,
inter-milan-fan-token,9050750,636294.0,37672168.0,965,,,,,,,,,7368.8,275.984897469822,5744.34769157613,0.544116,,,,,,,,,,,,
turbo,9036406,3008337.0,9036406.0,966,2110845317.4284,3140.37113466582,3983.75956498482,0.688611,,,,,,,,,3157634770.26,2595.75505270027,14801.0649392984,0.359437,,,,,,,,
scallop,9033347,1372186.0,13922508.0,967,1400888.9309568,377.532644790113,1037.83403695369,0.651023,,,,,,,,,,,,,1051079.2719,3143.45856482018,791.57899640126,0.286328,,,,
scallop,9033347,1372186.0,13922508.0,967,1400888.9309568,377.532644790113,1037.83403695369,0.651023,,,,,,,,,,,,,1059829.2667,2674.79704432894,822.773487919119,0.715308,,,,
nodle-network,8765258,113425.0,68205473.0,973,8883360.6907962,233.119128318054,165.472710055316,0.246305,,,,,,,,,,,,,,,,,,,,
tamadoge,8695616,947094.0,16567285.0,976,8073957.3758388,231.081984024497,1328.93623383878,0.975786,,,,,2151231.19,462.263973480314,644.005836152161,1.077844,88358153.74,2146.91373458364,2313.02309743787,0.180766,,,,,,,,
clearpool,8679476,254632.0,19510265.0,977,2384408.5296904,149.813255091409,207.287294305141,0.412159,,,,,,,,,,,,,2135788.634,405.113699484543,1526.62057206408,0.360639,,,,
octopus-network,8626137,648278.0,10959539.0,979,263966.46530622,538.620933831661,141.841881682783,0.090744,,,,,,,,,,,,,,,,,,,,
zkspace,8589979,581925.0,38442513.0,981,768622.67845678,3280.903809913,2121.24266086562,0.406451,,,,,,,,,577637.443238,577.437401543906,10422.0746559987,0.052138,,,,,,,,
phantasma,8356091,183203.0,8356091.0,985,,,,,,,,,,,,,,,,,1917598.1602,1125.3941867687,902.57467828474,0.087977,,,,
divi,8248862,124430.0,,989,,,,,,,,,,,,,,,,,15030640.6307,980.962521629115,227.738930039974,0.345462,,,,
flamengo-fan-token,8137686,197992.0,14721951.0,992,57468.60632323,56.3825895904063,290.434739197388,0.240286,,,,,,,,,144183.6045,667.184815229576,1437.34773542875,0.951989,,,,,,,,
undead-blocks,7982583,136164.0,29565123.0,998,1590754.0697564,71.4575922205193,59.0703884187749,0.631754,,,,,,,,,,,,,,,,,,,,
kryll,7977681,74621.0,10795726.0,999,129833.57266702,1306.30875457227,1415.45877910335,0.89465,,,,,248.9,674.713481604088,682.152947638263,0.501367,,,,,43787.3535,1713.95782145869,5152.36613713879,0.429439,13042.9,2988.29617,2791.35571,0.738007
